"Date Printed: Wednesday, August 29, 2018 10:36:44 AM"
Title: Primary and Secondary Syphilis | Chlamydia | Gonorrhea | 2016 | 2015 | 2014 | 2013 | 2012 | 2011 | 2010 | 2009 | 2008 | 2007 | 2006 | 2005 | 2004 | 2003 | 2002 | 2001 | 2000 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | Asian | Black/African American | Hispanic/Latino | White | Both sexes | All age groups

NA - Not applicable


Indicator,Year,Geography,Race/Ethnicity,Cases,Rate per 100000
"Primary and Secondary Syphilis","2004","New York","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","North Carolina","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","North Carolina","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","North Carolina","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","North Carolina","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","North Dakota","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","North Dakota","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","North Dakota","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","North Dakota","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Ohio","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Ohio","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Ohio","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Ohio","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Oklahoma","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Oklahoma","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Oklahoma","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Oklahoma","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Oregon","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Oregon","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Oregon","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Oregon","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Pennsylvania","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Pennsylvania","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Pennsylvania","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Pennsylvania","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Rhode Island","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Rhode Island","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Rhode Island","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Rhode Island","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","South Carolina","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","South Carolina","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","South Carolina","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","South Carolina","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","South Dakota","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","South Dakota","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","South Dakota","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","South Dakota","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Tennessee","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Tennessee","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Tennessee","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Tennessee","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Texas","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Texas","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Texas","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Texas","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Utah","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Utah","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Utah","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Utah","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Vermont","Asian","0","0.0"
"Primary and Secondary Syphilis","2004","Vermont","Black/African American","0","0.0"
"Primary and Secondary Syphilis","2004","Vermont","Hispanic/Latino","0","0.0"
"Primary and Secondary Syphilis","2004","Vermont","White","0","0.0"
"Primary and Secondary Syphilis","2004","Virginia","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Virginia","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Virginia","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Virginia","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Washington","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Washington","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Washington","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Washington","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","West Virginia","Asian","0","0.0"
"Primary and Secondary Syphilis","2004","West Virginia","Black/African American","0","0.0"
"Primary and Secondary Syphilis","2004","West Virginia","Hispanic/Latino","0","0.0"
"Primary and Secondary Syphilis","2004","West Virginia","White","0","0.0"
"Primary and Secondary Syphilis","2004","Wisconsin","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Wisconsin","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Wisconsin","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Wisconsin","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2004","Wyoming","Asian","0","0.0"
"Primary and Secondary Syphilis","2004","Wyoming","Black/African American","0","0.0"
"Primary and Secondary Syphilis","2004","Wyoming","Hispanic/Latino","0","0.0"
"Primary and Secondary Syphilis","2004","Wyoming","White","0","0.0"
"Primary and Secondary Syphilis","2005","Alabama","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Alabama","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Alabama","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Alabama","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Alaska","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Alaska","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Alaska","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Alaska","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Arizona","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Arizona","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Arizona","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Arizona","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Arkansas","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Arkansas","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Arkansas","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Arkansas","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","California","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","California","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","California","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","California","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Colorado","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Colorado","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Colorado","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Colorado","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Connecticut","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Connecticut","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Connecticut","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Connecticut","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Delaware","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Delaware","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Delaware","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Delaware","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","District of Columbia","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","District of Columbia","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","District of Columbia","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","District of Columbia","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Florida","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Florida","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Florida","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Florida","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Georgia","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Georgia","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Georgia","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Georgia","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Hawaii","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Hawaii","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Hawaii","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Hawaii","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Idaho","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Idaho","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Idaho","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Idaho","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Illinois","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Illinois","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Illinois","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Illinois","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Indiana","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Indiana","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Indiana","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Indiana","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Iowa","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Iowa","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Iowa","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Iowa","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Kansas","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Kansas","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Kansas","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Kansas","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Kentucky","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Kentucky","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Kentucky","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Kentucky","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Louisiana","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Louisiana","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Louisiana","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Louisiana","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Maine","Asian","0","0.0"
"Primary and Secondary Syphilis","2005","Maine","Black/African American","0","0.0"
"Primary and Secondary Syphilis","2005","Maine","Hispanic/Latino","0","0.0"
"Primary and Secondary Syphilis","2005","Maine","White","0","0.0"
"Primary and Secondary Syphilis","2005","Maryland","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Maryland","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Maryland","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Maryland","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Massachusetts","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Massachusetts","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Massachusetts","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Massachusetts","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Michigan","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Michigan","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Michigan","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Michigan","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Minnesota","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Minnesota","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Minnesota","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Minnesota","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Mississippi","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Mississippi","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Mississippi","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Mississippi","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Missouri","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Missouri","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Missouri","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Missouri","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Montana","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Montana","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Montana","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Montana","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Nebraska","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Nebraska","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Nebraska","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Nebraska","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Nevada","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Nevada","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Nevada","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Nevada","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","New Hampshire","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","New Hampshire","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","New Hampshire","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","New Hampshire","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","New Jersey","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","New Jersey","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","New Jersey","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","New Jersey","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","New Mexico","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","New Mexico","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","New Mexico","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","New Mexico","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","New York","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","New York","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","New York","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","New York","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","North Carolina","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","North Carolina","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","North Carolina","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","North Carolina","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","North Dakota","Asian","0","0.0"
"Primary and Secondary Syphilis","2005","North Dakota","Black/African American","0","0.0"
"Primary and Secondary Syphilis","2005","North Dakota","Hispanic/Latino","0","0.0"
"Primary and Secondary Syphilis","2005","North Dakota","White","0","0.0"
"Primary and Secondary Syphilis","2005","Ohio","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Ohio","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Ohio","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Ohio","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Oklahoma","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Oklahoma","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Oklahoma","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Oklahoma","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Oregon","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Oregon","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Oregon","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Oregon","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Pennsylvania","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Pennsylvania","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Pennsylvania","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Pennsylvania","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Rhode Island","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Rhode Island","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Rhode Island","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Rhode Island","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","South Carolina","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","South Carolina","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","South Carolina","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","South Carolina","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","South Dakota","Asian","0","0.0"
"Primary and Secondary Syphilis","2005","South Dakota","Black/African American","0","0.0"
"Primary and Secondary Syphilis","2005","South Dakota","Hispanic/Latino","0","0.0"
"Primary and Secondary Syphilis","2005","South Dakota","White","0","0.0"
"Primary and Secondary Syphilis","2005","Tennessee","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Tennessee","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Tennessee","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Tennessee","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Texas","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Texas","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Texas","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Texas","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Utah","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Utah","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Utah","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Utah","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Vermont","Asian","0","0.0"
"Primary and Secondary Syphilis","2005","Vermont","Black/African American","0","0.0"
"Primary and Secondary Syphilis","2005","Vermont","Hispanic/Latino","0","0.0"
"Primary and Secondary Syphilis","2005","Vermont","White","0","0.0"
"Primary and Secondary Syphilis","2005","Virginia","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Virginia","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Virginia","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Virginia","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Washington","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Washington","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Washington","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Washington","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","West Virginia","Asian","0","0.0"
"Primary and Secondary Syphilis","2005","West Virginia","Black/African American","0","0.0"
"Primary and Secondary Syphilis","2005","West Virginia","Hispanic/Latino","0","0.0"
"Primary and Secondary Syphilis","2005","West Virginia","White","0","0.0"
"Primary and Secondary Syphilis","2005","Wisconsin","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Wisconsin","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Wisconsin","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Wisconsin","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Wyoming","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Wyoming","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Wyoming","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2005","Wyoming","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Alabama","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Alabama","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Alabama","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Alabama","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Alaska","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Alaska","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Alaska","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Alaska","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Arizona","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Arizona","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Arizona","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Arizona","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Arkansas","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Arkansas","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Arkansas","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Arkansas","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","California","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","California","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","California","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","California","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Colorado","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Colorado","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Colorado","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Colorado","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Connecticut","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Connecticut","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Connecticut","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Connecticut","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Delaware","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Delaware","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Delaware","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Delaware","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","District of Columbia","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","District of Columbia","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","District of Columbia","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","District of Columbia","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Florida","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Florida","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Florida","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Florida","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Georgia","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Georgia","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Georgia","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Georgia","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Hawaii","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Hawaii","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Hawaii","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Hawaii","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Idaho","Asian","0","0.0"
"Primary and Secondary Syphilis","2006","Idaho","Black/African American","0","0.0"
"Primary and Secondary Syphilis","2006","Idaho","Hispanic/Latino","0","0.0"
"Primary and Secondary Syphilis","2006","Idaho","White","0","0.0"
"Primary and Secondary Syphilis","2006","Illinois","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Illinois","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Illinois","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Illinois","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Indiana","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Indiana","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Indiana","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Indiana","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Iowa","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Iowa","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Iowa","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Iowa","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2006","Kansas","Asian","Data not available","Data not available"
