"Date Printed: Wednesday, August 29, 2018 11:11:24 AM"
Title: Primary and Secondary Syphilis | Chlamydia | Gonorrhea | 2016 | 2015 | 2014 | 2013 | 2012 | 2011 | 2010 | 2009 | 2008 | 2007 | 2006 | 2005 | 2004 | 2003 | 2002 | 2001 | 2000 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Male | Female | All age groups

NA - Not applicable


Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Rate per 100000,Population
"Gonorrhea","2002","Michigan","26","All age groups","All races/ethnicities","Female","7,974",156.1,"5,107,327"
"Gonorrhea","2003","Michigan","26","All age groups","All races/ethnicities","Female","7,823",152.8,"5,120,101"
"Gonorrhea","2009","Michigan","26","All age groups","All races/ethnicities","Male","6,004",122.5,"4,900,516"
"Gonorrhea","2006","Minnesota","27","All age groups","All races/ethnicities","Male","1,489",58.2,"2,559,546"
"Gonorrhea","2006","Minnesota","27","All age groups","All races/ethnicities","Female","1,814",70.1,"2,588,311"
"Gonorrhea","2008","Minnesota","27","All age groups","All races/ethnicities","Female","1,657",63.1,"2,627,592"
"Gonorrhea","2001","Minnesota","27","All age groups","All races/ethnicities","Male","1,240",50.2,"2,468,967"
"Gonorrhea","2000","Minnesota","27","All age groups","All races/ethnicities","Male","1,479",60.5,"2,443,235"
"Gonorrhea","2007","Minnesota","27","All age groups","All races/ethnicities","Male","1,529",59.2,"2,582,298"
"Gonorrhea","2007","Minnesota","27","All age groups","All races/ethnicities","Female","1,930",74,"2,608,969"
"Gonorrhea","2009","Minnesota","27","All age groups","All races/ethnicities","Female","1,270",48,"2,643,177"
"Gonorrhea","2005","Minnesota","27","All age groups","All races/ethnicities","Male","1,573",62,"2,537,449"
"Gonorrhea","2005","Minnesota","27","All age groups","All races/ethnicities","Female","1,909",74.3,"2,569,543"
"Gonorrhea","2004","Minnesota","27","All age groups","All races/ethnicities","Male","1,245",49.3,"2,522,998"
"Gonorrhea","2004","Minnesota","27","All age groups","All races/ethnicities","Female","1,712",67,"2,557,033"
"Gonorrhea","2003","Minnesota","27","All age groups","All races/ethnicities","Female","1,784",70.1,"2,543,174"
"Gonorrhea","2000","Minnesota","27","All age groups","All races/ethnicities","Female","1,681",67.5,"2,490,504"
"Gonorrhea","2009","Minnesota","27","All age groups","All races/ethnicities","Male","1,033",39.4,"2,619,647"
"Gonorrhea","2001","Minnesota","27","All age groups","All races/ethnicities","Female","1,461",58.1,"2,513,213"
"Gonorrhea","2016","Minnesota","27","All age groups","All races/ethnicities","Male","2,881",105.5,"2,729,864"
"Gonorrhea","2016","Minnesota","27","All age groups","All races/ethnicities","Female","2,214",80.2,"2,759,730"
"Gonorrhea","2015","Minnesota","27","All age groups","All races/ethnicities","Male","2,420",88.6,"2,729,864"
"Gonorrhea","2015","Minnesota","27","All age groups","All races/ethnicities","Female","1,675",60.7,"2,759,730"
"Gonorrhea","2010","Minnesota","27","All age groups","All races/ethnicities","Male","871",33,"2,635,419"
"Gonorrhea","2010","Minnesota","27","All age groups","All races/ethnicities","Female","1,248",46.6,"2,675,484"
"Gonorrhea","2011","Minnesota","27","All age groups","All races/ethnicities","Male","990",37.3,"2,655,644"
"Gonorrhea","2002","Minnesota","27","All age groups","All races/ethnicities","Female","1,688",66.7,"2,529,222"
"Gonorrhea","2011","Minnesota","27","All age groups","All races/ethnicities","Female","1,294",48.1,"2,692,475"
"Gonorrhea","2012","Minnesota","27","All age groups","All races/ethnicities","Male","1,395",52.2,"2,671,931"
"Gonorrhea","2012","Minnesota","27","All age groups","All races/ethnicities","Female","1,676",61.9,"2,708,512"
"Gonorrhea","2003","Minnesota","27","All age groups","All races/ethnicities","Male","1,418",56.6,"2,507,219"
"Gonorrhea","2008","Minnesota","27","All age groups","All races/ethnicities","Male","1,380",53,"2,602,655"
"Gonorrhea","2013","Minnesota","27","All age groups","All races/ethnicities","Male","1,835",68.2,"2,692,473"
"Gonorrhea","2013","Minnesota","27","All age groups","All races/ethnicities","Female","2,037",74.7,"2,728,068"
"Gonorrhea","2014","Minnesota","27","All age groups","All races/ethnicities","Male","2,260",83.3,"2,712,045"
"Gonorrhea","2014","Minnesota","27","All age groups","All races/ethnicities","Female","1,802",65.6,"2,745,080"
"Gonorrhea","2008","Mississippi","28","All age groups","All races/ethnicities","Male","3,135",219.9,"1,425,958"
"Gonorrhea","2014","Mississippi","28","All age groups","All races/ethnicities","Male","2,637",181.4,"1,454,026"
"Gonorrhea","2006","Mississippi","28","All age groups","All races/ethnicities","Male","3,111",221.5,"1,404,260"
"Gonorrhea","2008","Mississippi","28","All age groups","All races/ethnicities","Female","4,357",287.9,"1,513,276"
"Gonorrhea","2014","Mississippi","28","All age groups","All races/ethnicities","Female","2,987",194,"1,539,417"
"Gonorrhea","2001","Mississippi","28","All age groups","All races/ethnicities","Male","3,096",224.4,"1,379,599"
"Gonorrhea","2004","Mississippi","28","All age groups","All races/ethnicities","Male","2,801",200.5,"1,396,873"
"Gonorrhea","2002","Minnesota","27","All age groups","All races/ethnicities","Male","1,361",54.7,"2,488,133"
"Gonorrhea","2006","Mississippi","28","All age groups","All races/ethnicities","Female","4,400",294.8,"1,492,431"
"Gonorrhea","2007","Mississippi","28","All age groups","All races/ethnicities","Female","4,901",326,"1,503,442"
"Gonorrhea","2001","Mississippi","28","All age groups","All races/ethnicities","Female","4,663",316.5,"1,473,491"
"Gonorrhea","2002","Mississippi","28","All age groups","All races/ethnicities","Female","4,201",284.8,"1,475,233"
"Gonorrhea","2003","Mississippi","28","All age groups","All races/ethnicities","Male","2,571",185.3,"1,387,513"
"Gonorrhea","2003","Mississippi","28","All age groups","All races/ethnicities","Female","3,757",254,"1,478,873"
"Gonorrhea","2005","Mississippi","28","All age groups","All races/ethnicities","Male","2,937",209.1,"1,404,475"
"Gonorrhea","2005","Mississippi","28","All age groups","All races/ethnicities","Female","4,234",283.2,"1,494,825"
"Gonorrhea","2004","Mississippi","28","All age groups","All races/ethnicities","Female","4,362",293.1,"1,488,047"
"Gonorrhea","2000","Mississippi","28","All age groups","All races/ethnicities","Female","5,603",380.5,"1,472,715"
"Gonorrhea","2015","Mississippi","28","All age groups","All races/ethnicities","Male","2,638",181.7,"1,451,850"
"Gonorrhea","2015","Mississippi","28","All age groups","All races/ethnicities","Female","3,131",203.2,"1,540,483"
"Gonorrhea","2002","Mississippi","28","All age groups","All races/ethnicities","Male","2,674",193.4,"1,382,843"
"Gonorrhea","2009","Mississippi","28","All age groups","All races/ethnicities","Male","2,906",203.1,"1,431,029"
"Gonorrhea","2009","Mississippi","28","All age groups","All races/ethnicities","Female","4,335",285.4,"1,518,914"
"Gonorrhea","2016","Mississippi","28","All age groups","All races/ethnicities","Male","3,486",240.1,"1,451,850"
"Gonorrhea","2016","Mississippi","28","All age groups","All races/ethnicities","Female","3,665",237.9,"1,540,483"
"Gonorrhea","2007","Mississippi","28","All age groups","All races/ethnicities","Male","3,413",240.9,"1,416,870"
"Gonorrhea","2011","Mississippi","28","All age groups","All races/ethnicities","Male","2,470",170.7,"1,446,927"
"Gonorrhea","2010","Mississippi","28","All age groups","All races/ethnicities","Male","2,593",179.8,"1,442,420"
"Gonorrhea","2011","Mississippi","28","All age groups","All races/ethnicities","Female","3,344",218.4,"1,531,072"
"Gonorrhea","2012","Mississippi","28","All age groups","All races/ethnicities","Male","3,039",209.4,"1,451,392"
"Gonorrhea","2012","Mississippi","28","All age groups","All races/ethnicities","Female","3,834",249.9,"1,534,268"
"Gonorrhea","2013","Mississippi","28","All age groups","All races/ethnicities","Male","2,370",163,"1,453,958"
"Gonorrhea","2013","Mississippi","28","All age groups","All races/ethnicities","Female","2,726",177.4,"1,537,018"
"Gonorrhea","2009","Missouri","29","All age groups","All races/ethnicities","Male","2,903",99.2,"2,925,807"
"Gonorrhea","2012","Missouri","29","All age groups","All races/ethnicities","Female","4,209",137,"3,072,533"
"Gonorrhea","2011","Missouri","29","All age groups","All races/ethnicities","Female","4,195",136.8,"3,065,573"
"Gonorrhea","2000","Missouri","29","All age groups","All races/ethnicities","Female","4,489",155.9,"2,879,162"
"Gonorrhea","2014","Missouri","29","All age groups","All races/ethnicities","Male","3,767",126.6,"2,974,509"
"Gonorrhea","2003","Missouri","29","All age groups","All races/ethnicities","Female","4,794",163.7,"2,929,421"
"Gonorrhea","2010","Mississippi","28","All age groups","All races/ethnicities","Female","3,602",235.7,"1,527,896"
"Gonorrhea","2010","Missouri","29","All age groups","All races/ethnicities","Male","3,208",109.2,"2,937,326"
"Gonorrhea","2000","Mississippi","28","All age groups","All races/ethnicities","Male","3,586",260.7,"1,375,718"
"Gonorrhea","2006","Missouri","29","All age groups","All races/ethnicities","Female","5,752",191.9,"2,997,765"
"Gonorrhea","2004","Missouri","29","All age groups","All races/ethnicities","Female","5,139",174.3,"2,948,405"
"Gonorrhea","2005","Missouri","29","All age groups","All races/ethnicities","Male","4,121",145.5,"2,832,355"
"Gonorrhea","2002","Missouri","29","All age groups","All races/ethnicities","Male","4,142",149.8,"2,765,864"
"Gonorrhea","2005","Missouri","29","All age groups","All races/ethnicities","Female","5,334",179.5,"2,971,232"
"Gonorrhea","2004","Missouri","29","All age groups","All races/ethnicities","Male","4,079",145.3,"2,807,526"
"Gonorrhea","2003","Missouri","29","All age groups","All races/ethnicities","Male","3,998",143.6,"2,783,630"
"Gonorrhea","2000","Missouri","29","All age groups","All races/ethnicities","Male","4,394",161.2,"2,726,552"
"Gonorrhea","2007","Missouri","29","All age groups","All races/ethnicities","Male","4,395",152.3,"2,886,040"
"Gonorrhea","2007","Missouri","29","All age groups","All races/ethnicities","Female","5,481",181.5,"3,019,710"
"Gonorrhea","2008","Missouri","29","All age groups","All races/ethnicities","Male","3,472",119.3,"2,909,433"
"Gonorrhea","2008","Missouri","29","All age groups","All races/ethnicities","Female","4,542",149.3,"3,042,411"
"Gonorrhea","2006","Missouri","29","All age groups","All races/ethnicities","Male","4,452",155.7,"2,860,209"
"Gonorrhea","2010","Missouri","29","All age groups","All races/ethnicities","Female","3,951",129.2,"3,058,726"
"Gonorrhea","2013","Missouri","29","All age groups","All races/ethnicities","Female","3,944",128,"3,080,178"
"Gonorrhea","2015","Missouri","29","All age groups","All races/ethnicities","Female","4,187",135.1,"3,098,627"
"Gonorrhea","2001","Missouri","29","All age groups","All races/ethnicities","Male","4,183",152.3,"2,746,067"
"Gonorrhea","2002","Missouri","29","All age groups","All races/ethnicities","Female","4,810",165.1,"2,913,294"
"Gonorrhea","2013","Missouri","29","All age groups","All races/ethnicities","Male","3,602",121.5,"2,963,530"
"Gonorrhea","2014","Missouri","29","All age groups","All races/ethnicities","Female","3,620",117.2,"3,089,318"
"Gonorrhea","2011","Missouri","29","All age groups","All races/ethnicities","Male","3,607",122.5,"2,945,014"
"Gonorrhea","2016","Missouri","29","All age groups","All races/ethnicities","Male","6,251",209.4,"2,985,045"
"Gonorrhea","2016","Missouri","29","All age groups","All races/ethnicities","Female","5,228",168.7,"3,098,627"
"Gonorrhea","2015","Missouri","29","All age groups","All races/ethnicities","Male","4,755",159.3,"2,985,045"
"Gonorrhea","2004","Montana","30","All age groups","All races/ethnicities","Female","54",11.7,"463,238"
"Gonorrhea","2009","Missouri","29","All age groups","All races/ethnicities","Female","3,585",117.3,"3,056,427"
"Gonorrhea","2012","Missouri","29","All age groups","All races/ethnicities","Male","3,680",124.6,"2,952,935"
"Gonorrhea","2010","Montana","30","All age groups","All races/ethnicities","Male","46",9.3,"497,244"
"Gonorrhea","2010","Montana","30","All age groups","All races/ethnicities","Female","56",11.3,"493,399"
"Gonorrhea","2012","Montana","30","All age groups","All races/ethnicities","Male","50",9.9,"504,811"
"Gonorrhea","2012","Montana","30","All age groups","All races/ethnicities","Female","58",11.6,"500,346"
"Gonorrhea","2001","Montana","30","All age groups","All races/ethnicities","Female","57",12.5,"454,273"
"Gonorrhea","2009","Montana","30","All age groups","All races/ethnicities","Male","34",7,"488,187"
"Gonorrhea","2009","Montana","30","All age groups","All races/ethnicities","Female","46",9.5,"485,976"
"Gonorrhea","2014","Montana","30","All age groups","All races/ethnicities","Male","213",41.4,"514,160"
"Gonorrhea","2014","Montana","30","All age groups","All races/ethnicities","Female","221",43.4,"509,092"
"Gonorrhea","2002","Montana","30","All age groups","All races/ethnicities","Male","47",10.4,"453,832"
"Gonorrhea","2000","Montana","30","All age groups","All races/ethnicities","Male","22",4.9,"450,068"
"Gonorrhea","2005","Montana","30","All age groups","All races/ethnicities","Male","56",12,"467,297"
"Gonorrhea","2000","Montana","30","All age groups","All races/ethnicities","Female","38",8.4,"453,237"
"Gonorrhea","2002","Montana","30","All age groups","All races/ethnicities","Female","75",16.5,"455,890"
"Gonorrhea","2001","Missouri","29","All age groups","All races/ethnicities","Female","4,540",156.7,"2,896,785"
"Gonorrhea","2008","Montana","30","All age groups","All races/ethnicities","Male","29",6,"484,998"
"Gonorrhea","2008","Montana","30","All age groups","All races/ethnicities","Female","92",19.1,"482,719"
"Gonorrhea","2015","Montana","30","All age groups","All races/ethnicities","Male","381",73.4,"519,330"
"Gonorrhea","2015","Montana","30","All age groups","All races/ethnicities","Female","462",89.9,"513,619"
"Gonorrhea","2006","Montana","30","All age groups","All races/ethnicities","Male","71",15,"473,578"
"Gonorrhea","2006","Montana","30","All age groups","All races/ethnicities","Female","123",26,"472,481"
"Gonorrhea","2007","Montana","30","All age groups","All races/ethnicities","Male","47",9.8,"479,483"
"Gonorrhea","2007","Montana","30","All age groups","All races/ethnicities","Female","75",15.7,"477,640"
"Gonorrhea","2013","Montana","30","All age groups","All races/ethnicities","Female","127",25.2,"504,911"
"Gonorrhea","2011","Montana","30","All age groups","All races/ethnicities","Male","34",6.8,"500,984"
"Gonorrhea","2011","Montana","30","All age groups","All races/ethnicities","Female","51",10.3,"496,762"
"Gonorrhea","2013","Montana","30","All age groups","All races/ethnicities","Male","97",19,"509,491"
"Gonorrhea","2016","Montana","30","All age groups","All races/ethnicities","Male","374",72,"519,330"
"Gonorrhea","2005","Montana","30","All age groups","All races/ethnicities","Female","102",21.8,"467,359"
"Gonorrhea","2004","Montana","30","All age groups","All races/ethnicities","Male","33",7.1,"462,473"
"Gonorrhea","2016","Montana","30","All age groups","All races/ethnicities","Female","493",96,"513,619"
"Gonorrhea","2003","Montana","30","All age groups","All races/ethnicities","Male","47",10.3,"457,636"
"Gonorrhea","2003","Montana","30","All age groups","All races/ethnicities","Female","74",16.1,"458,984"
"Gonorrhea","2010","Nebraska","31","All age groups","All races/ethnicities","Male","512",56.4,"908,435"
"Gonorrhea","2016","Nebraska","31","All age groups","All races/ethnicities","Female","1,055",110.9,"951,022"
"Gonorrhea","2016","Nebraska","31","All age groups","All races/ethnicities","Male","1,097",116.1,"945,168"
"Gonorrhea","2000","Nebraska","31","All age groups","All races/ethnicities","Male","681",80.6,"844,563"
"Gonorrhea","2000","Nebraska","31","All age groups","All races/ethnicities","Female","849",97.7,"868,716"
"Gonorrhea","2006","Nebraska","31","All age groups","All races/ethnicities","Female","865",97.5,"887,380"
"Gonorrhea","2002","Nebraska","31","All age groups","All races/ethnicities","Female","909",104.2,"872,743"
"Gonorrhea","2001","Montana","30","All age groups","All races/ethnicities","Male","47",10.4,"451,509"
"Gonorrhea","2009","Nebraska","31","All age groups","All races/ethnicities","Male","553",62.1,"891,189"
"Gonorrhea","2009","Nebraska","31","All age groups","All races/ethnicities","Female","821",90.9,"903,663"
"Gonorrhea","2013","Nebraska","31","All age groups","All races/ethnicities","Male","674",72.5,"930,039"
"Gonorrhea","2010","Nebraska","31","All age groups","All races/ethnicities","Female","675",73.2,"921,590"
"Gonorrhea","2001","Nebraska","31","All age groups","All races/ethnicities","Male","516",60.9,"847,753"
"Gonorrhea","2005","Nebraska","31","All age groups","All races/ethnicities","Female","688",77.9,"883,652"
"Gonorrhea","2004","Nebraska","31","All age groups","All races/ethnicities","Male","488",56.6,"861,791"
"Gonorrhea","2006","Nebraska","31","All age groups","All races/ethnicities","Male","552",63.3,"871,947"
"Gonorrhea","2013","Nebraska","31","All age groups","All races/ethnicities","Female","694",73.9,"939,261"
"Gonorrhea","2014","Nebraska","31","All age groups","All races/ethnicities","Male","686",73.1,"938,007"
"Gonorrhea","2014","Nebraska","31","All age groups","All races/ethnicities","Female","770",81.5,"944,973"
"Gonorrhea","2005","Nebraska","31","All age groups","All races/ethnicities","Male","467",53.9,"867,120"
"Gonorrhea","2004","Nebraska","31","All age groups","All races/ethnicities","Female","656",74.6,"879,626"
"Gonorrhea","2002","Nebraska","31","All age groups","All races/ethnicities","Male","653",76.7,"851,834"
"Gonorrhea","2007","Nebraska","31","All age groups","All races/ethnicities","Male","583",66.5,"876,731"
"Gonorrhea","2007","Nebraska","31","All age groups","All races/ethnicities","Female","847",95,"892,014"
"Gonorrhea","2008","Nebraska","31","All age groups","All races/ethnicities","Male","568",64.3,"883,232"
"Gonorrhea","2015","Nebraska","31","All age groups","All races/ethnicities","Male","833",88.1,"945,168"
"Gonorrhea","2015","Nebraska","31","All age groups","All races/ethnicities","Female","870",91.5,"951,022"
"Gonorrhea","2003","Nebraska","31","All age groups","All races/ethnicities","Male","695",81.1,"856,780"
"Gonorrhea","2003","Nebraska","31","All age groups","All races/ethnicities","Female","924",105.4,"876,319"
"Gonorrhea","2008","Nebraska","31","All age groups","All races/ethnicities","Female","891",99.3,"896,911"
"Gonorrhea","2012","Nebraska","31","All age groups","All races/ethnicities","Male","641",69.5,"922,332"
"Gonorrhea","2012","Nebraska","31","All age groups","All races/ethnicities","Female","784",84,"933,641"
"Gonorrhea","2011","Nebraska","31","All age groups","All races/ethnicities","Male","528",57.7,"915,384"
"Gonorrhea","2011","Nebraska","31","All age groups","All races/ethnicities","Female","823",88.8,"926,999"
"Gonorrhea","2012","Nevada","32","All age groups","All races/ethnicities","Female","982",71.8,"1,367,175"
"Gonorrhea","2001","Nevada","32","All age groups","All races/ethnicities","Female","761",74,"1,027,877"
"Gonorrhea","2013","Nevada","32","All age groups","All races/ethnicities","Male","1,509",107.5,"1,403,577"
"Gonorrhea","2013","Nevada","32","All age groups","All races/ethnicities","Female","1,203",86.7,"1,386,789"
"Gonorrhea","2016","Nevada","32","All age groups","All races/ethnicities","Male","2,763",190.5,"1,450,551"
"Gonorrhea","2016","Nevada","32","All age groups","All races/ethnicities","Female","1,611",111.9,"1,440,294"
"Gonorrhea","2011","Nevada","32","All age groups","All races/ethnicities","Male","1,121",81.8,"1,370,967"
"Gonorrhea","2011","Nevada","32","All age groups","All races/ethnicities","Female","879",65.2,"1,347,852"
"Gonorrhea","2003","Nevada","32","All age groups","All races/ethnicities","Male","1,158",101.8,"1,137,252"
"Gonorrhea","2001","Nebraska","31","All age groups","All races/ethnicities","Female","671",77.1,"869,919"
"Gonorrhea","2005","Nevada","32","All age groups","All races/ethnicities","Male","1,535",125.2,"1,226,104"
"Gonorrhea","2005","Nevada","32","All age groups","All races/ethnicities","Female","1,343",113.7,"1,180,969"
"Gonorrhea","2004","Nevada","32","All age groups","All races/ethnicities","Male","1,658",140,"1,184,109"
"Gonorrhea","2009","Nevada","32","All age groups","All races/ethnicities","Female","826",63.9,"1,293,011"
"Gonorrhea","2014","Nevada","32","All age groups","All races/ethnicities","Male","1,892",132.7,"1,426,015"
"Gonorrhea","2014","Nevada","32","All age groups","All races/ethnicities","Female","1,294",91.6,"1,412,266"
"Gonorrhea","2010","Nevada","32","All age groups","All races/ethnicities","Male","898",65.8,"1,364,747"
"Gonorrhea","2010","Nevada","32","All age groups","All races/ethnicities","Female","830",62,"1,338,693"
"Gonorrhea","2002","Nevada","32","All age groups","All races/ethnicities","Male","1,022",92.8,"1,101,841"
"Gonorrhea","2004","Nevada","32","All age groups","All races/ethnicities","Female","1,417",123.9,"1,143,438"
"Gonorrhea","2002","Nevada","32","All age groups","All races/ethnicities","Female","965",90.7,"1,063,987"
"Gonorrhea","2001","Nevada","32","All age groups","All races/ethnicities","Male","993",93.1,"1,066,461"
"Gonorrhea","2008","Nevada","32","All age groups","All races/ethnicities","Male","1,160",87,"1,332,623"
"Gonorrhea","2008","Nevada","32","All age groups","All races/ethnicities","Female","1,012",79.1,"1,279,837"
"Gonorrhea","2009","Nevada","32","All age groups","All races/ethnicities","Male","900",66.9,"1,345,577"
"Gonorrhea","2015","Nevada","32","All age groups","All races/ethnicities","Male","2,218",152.9,"1,450,551"
"Gonorrhea","2006","Nevada","32","All age groups","All races/ethnicities","Male","1,533",120.7,"1,269,702"
"Gonorrhea","2006","Nevada","32","All age groups","All races/ethnicities","Female","1,257",102.9,"1,221,420"
"Gonorrhea","2007","Nevada","32","All age groups","All races/ethnicities","Male","1,291",98.8,"1,307,316"
"Gonorrhea","2007","Nevada","32","All age groups","All races/ethnicities","Female","1,066",84.8,"1,257,500"
"Gonorrhea","2000","Nevada","32","All age groups","All races/ethnicities","Male","935",90.9,"1,028,328"
"Gonorrhea","2000","Nevada","32","All age groups","All races/ethnicities","Female","618",62.4,"989,868"
"Gonorrhea","2003","Nevada","32","All age groups","All races/ethnicities","Female","1,062",96.6,"1,099,126"
"Gonorrhea","2015","Nevada","32","All age groups","All races/ethnicities","Female","1,402",97.3,"1,440,294"
"Gonorrhea","2013","New Hampshire","33","All age groups","All races/ethnicities","Male","69",10.6,"653,134"
"Gonorrhea","2013","New Hampshire","33","All age groups","All races/ethnicities","Female","52",7.8,"669,526"
"Gonorrhea","2016","New Hampshire","33","All age groups","All races/ethnicities","Female","132",19.6,"672,952"
"Gonorrhea","2016","New Hampshire","33","All age groups","All races/ethnicities","Male","324",49.3,"657,656"
"Gonorrhea","2003","New Hampshire","33","All age groups","All races/ethnicities","Female","57",8.8,"649,772"
"Gonorrhea","2012","New Hampshire","33","All age groups","All races/ethnicities","Male","86",13.2,"652,174"
"Gonorrhea","2012","New Hampshire","33","All age groups","All races/ethnicities","Female","61",9.1,"669,219"
"Gonorrhea","2011","New Hampshire","33","All age groups","All races/ethnicities","Male","71",10.9,"650,936"
"Gonorrhea","2011","New Hampshire","33","All age groups","All races/ethnicities","Female","59",8.8,"667,408"
"Gonorrhea","2002","New Hampshire","33","All age groups","All races/ethnicities","Male","69",11,"626,129"
"Gonorrhea","2001","New Hampshire","33","All age groups","All races/ethnicities","Male","80",12.9,"618,479"
"Gonorrhea","2012","Nevada","32","All age groups","All races/ethnicities","Male","1,280",92.2,"1,387,699"
"Gonorrhea","2004","New Hampshire","33","All age groups","All races/ethnicities","Female","54",8.2,"655,271"
"Gonorrhea","2014","New Hampshire","33","All age groups","All races/ethnicities","Male","135",20.6,"655,965"
"Gonorrhea","2014","New Hampshire","33","All age groups","All races/ethnicities","Female","91",13.5,"672,031"
"Gonorrhea","2005","New Hampshire","33","All age groups","All races/ethnicities","Male","80",12.5,"641,762"
"Gonorrhea","2005","New Hampshire","33","All age groups","All races/ethnicities","Female","97",14.7,"659,288"
"Gonorrhea","2004","New Hampshire","33","All age groups","All races/ethnicities","Male","79",12.4,"637,295"
"Gonorrhea","2003","New Hampshire","33","All age groups","All races/ethnicities","Male","68",10.8,"632,374"
"Gonorrhea","2000","New Hampshire","33","All age groups","All races/ethnicities","Male","57",9.3,"610,007"
"Gonorrhea","2006","New Hampshire","33","All age groups","All races/ethnicities","Male","83",12.8,"647,100"
"Gonorrhea","2006","New Hampshire","33","All age groups","All races/ethnicities","Female","97",14.6,"664,084"
"Gonorrhea","2007","New Hampshire","33","All age groups","All races/ethnicities","Male","75",11.5,"649,749"
"Gonorrhea","2007","New Hampshire","33","All age groups","All races/ethnicities","Female","63",9.4,"666,747"
"Gonorrhea","2008","New Hampshire","33","All age groups","All races/ethnicities","Male","51",7.8,"652,184"
"Gonorrhea","2008","New Hampshire","33","All age groups","All races/ethnicities","Female","49",7.3,"668,797"
"Gonorrhea","2015","New Hampshire","33","All age groups","All races/ethnicities","Male","180",27.4,"657,656"
"Gonorrhea","2015","New Hampshire","33","All age groups","All races/ethnicities","Female","65",9.7,"672,952"
"Gonorrhea","2010","New Hampshire","33","All age groups","All races/ethnicities","Male","92",14.2,"649,529"
"Gonorrhea","2010","New Hampshire","33","All age groups","All races/ethnicities","Female","59",8.8,"667,179"
"Gonorrhea","2000","New Hampshire","33","All age groups","All races/ethnicities","Female","53",8.4,"630,378"
"Gonorrhea","2009","New Hampshire","33","All age groups","All races/ethnicities","Male","59",9,"652,767"
"Gonorrhea","2009","New Hampshire","33","All age groups","All races/ethnicities","Female","54",8.1,"669,414"
"Gonorrhea","2002","New Hampshire","33","All age groups","All races/ethnicities","Female","51",7.9,"644,833"
"Gonorrhea","2001","New Hampshire","33","All age groups","All races/ethnicities","Female","96",15,"638,206"
"Gonorrhea","2010","New Jersey","34","All age groups","All races/ethnicities","Male","2,727",63.6,"4,285,933"
"Gonorrhea","2011","New Jersey","34","All age groups","All races/ethnicities","Male","3,400",78.9,"4,308,725"
"Gonorrhea","2001","New Jersey","34","All age groups","All races/ethnicities","Female","4,522",103.7,"4,362,731"
"Gonorrhea","2003","New Jersey","34","All age groups","All races/ethnicities","Male","3,389",81,"4,184,902"
"Gonorrhea","2003","New Jersey","34","All age groups","All races/ethnicities","Female","4,550",103.4,"4,400,665"
"Gonorrhea","2010","New Jersey","34","All age groups","All races/ethnicities","Female","3,115",68.9,"4,517,948"
"Gonorrhea","2012","New Jersey","34","All age groups","All races/ethnicities","Male","3,673",84.9,"4,326,461"
"Gonorrhea","2012","New Jersey","34","All age groups","All races/ethnicities","Female","3,798",83.5,"4,548,432"
"Gonorrhea","2011","New Jersey","34","All age groups","All races/ethnicities","Female","3,916",86.4,"4,534,209"
"Gonorrhea","2016","New Jersey","34","All age groups","All races/ethnicities","Male","4,810",110,"4,372,116"
"Gonorrhea","2002","New Jersey","34","All age groups","All races/ethnicities","Male","3,930",94.5,"4,158,243"
"Gonorrhea","2001","New Jersey","34","All age groups","All races/ethnicities","Male","4,391",106.4,"4,125,696"
"Gonorrhea","2005","New Jersey","34","All age groups","All races/ethnicities","Male","2,645",62.8,"4,214,088"
"Gonorrhea","2005","New Jersey","34","All age groups","All races/ethnicities","Female","3,077",69.8,"4,405,476"
"Gonorrhea","2004","New Jersey","34","All age groups","All races/ethnicities","Female","3,607",81.8,"4,407,614"
"Gonorrhea","2004","New Jersey","34","All age groups","All races/ethnicities","Male","3,089",73.5,"4,202,860"
"Gonorrhea","2007","New Jersey","34","All age groups","All races/ethnicities","Male","3,014",71.3,"4,229,271"
"Gonorrhea","2009","New Jersey","34","All age groups","All races/ethnicities","Male","2,326",54.5,"4,270,270"
"Gonorrhea","2013","New Jersey","34","All age groups","All races/ethnicities","Male","3,514",80.9,"4,344,681"
"Gonorrhea","2014","New Jersey","34","All age groups","All races/ethnicities","Male","3,544",81.2,"4,362,090"
"Gonorrhea","2014","New Jersey","34","All age groups","All races/ethnicities","Female","3,082",67.3,"4,576,754"
"Gonorrhea","2000","New Jersey","34","All age groups","All races/ethnicities","Male","3,654",89.3,"4,091,636"
"Gonorrhea","2016","New Jersey","34","All age groups","All races/ethnicities","Female","3,338",72.8,"4,585,897"
"Gonorrhea","2006","New Jersey","34","All age groups","All races/ethnicities","Male","2,657",63,"4,218,362"
