"Date Printed: Wednesday, August 29, 2018 9:07:49 AM"
Title: Primary and Secondary Syphilis | Early Latent Syphilis | Congenital Syphilis | Chlamydia | Gonorrhea | 2016 | 2015 | 2014 | 2013 | 2012 | 2011 | 2010 | 2009 | 2008 | 2007 | 2006 | 2005 | 2004 | 2003 | 2002 | 2001 | 2000 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | All age groups

NA - Not applicable


Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Rate per 100000,Population
"Gonorrhea","2015","Montana","30","All age groups","All races/ethnicities","Both sexes","844",81.7,"1,032,949"
"Gonorrhea","2005","Montana","30","All age groups","All races/ethnicities","Both sexes","158",16.9,"934,656"
"Gonorrhea","2004","Montana","30","All age groups","All races/ethnicities","Both sexes","88",9.5,"925,711"
"Gonorrhea","2002","Montana","30","All age groups","All races/ethnicities","Both sexes","123",13.5,"909,722"
"Gonorrhea","2011","Montana","30","All age groups","All races/ethnicities","Both sexes","85",8.5,"997,746"
"Gonorrhea","2016","Montana","30","All age groups","All races/ethnicities","Both sexes","867",83.9,"1,032,949"
"Gonorrhea","2013","Montana","30","All age groups","All races/ethnicities","Both sexes","224",22.1,"1,014,402"
"Gonorrhea","2001","Montana","30","All age groups","All races/ethnicities","Both sexes","104",11.5,"905,782"
"Gonorrhea","2003","Montana","30","All age groups","All races/ethnicities","Both sexes","122",13.3,"916,620"
"Gonorrhea","2000","Montana","30","All age groups","All races/ethnicities","Both sexes","60",6.6,"903,305"
"Gonorrhea","2010","Nebraska","31","All age groups","All races/ethnicities","Both sexes","1,187",64.9,"1,830,025"
"Gonorrhea","2016","Nebraska","31","All age groups","All races/ethnicities","Both sexes","2,156",113.7,"1,896,190"
"Gonorrhea","2009","Nebraska","31","All age groups","All races/ethnicities","Both sexes","1,376",76.7,"1,794,852"
"Gonorrhea","2004","Nebraska","31","All age groups","All races/ethnicities","Both sexes","1,147",65.9,"1,741,417"
"Gonorrhea","2003","Nebraska","31","All age groups","All races/ethnicities","Both sexes","1,623",93.6,"1,733,099"
"Gonorrhea","2001","Nebraska","31","All age groups","All races/ethnicities","Both sexes","1,189",69.2,"1,717,672"
"Gonorrhea","2000","Nebraska","31","All age groups","All races/ethnicities","Both sexes","1,534",89.5,"1,713,279"
"Gonorrhea","2006","Nebraska","31","All age groups","All races/ethnicities","Both sexes","1,433",81.5,"1,759,327"
"Gonorrhea","2013","Nebraska","31","All age groups","All races/ethnicities","Both sexes","1,385",74.1,"1,869,300"
"Gonorrhea","2014","Nebraska","31","All age groups","All races/ethnicities","Both sexes","1,459",77.5,"1,882,980"
"Gonorrhea","2005","Nebraska","31","All age groups","All races/ethnicities","Both sexes","1,158",66.1,"1,750,772"
"Gonorrhea","2002","Nebraska","31","All age groups","All races/ethnicities","Both sexes","1,564",90.7,"1,724,577"
"Gonorrhea","2007","Nebraska","31","All age groups","All races/ethnicities","Both sexes","1,434",81.1,"1,768,745"
"Gonorrhea","2008","Nebraska","31","All age groups","All races/ethnicities","Both sexes","1,460",82,"1,780,143"
"Gonorrhea","2015","Nebraska","31","All age groups","All races/ethnicities","Both sexes","1,703",89.8,"1,896,190"
"Gonorrhea","2012","Nebraska","31","All age groups","All races/ethnicities","Both sexes","1,429",77,"1,855,973"
"Gonorrhea","2011","Nebraska","31","All age groups","All races/ethnicities","Both sexes","1,352",73.4,"1,842,383"
"Gonorrhea","2013","Nevada","32","All age groups","All races/ethnicities","Both sexes","2,714",97.3,"2,790,366"
"Gonorrhea","2016","Nevada","32","All age groups","All races/ethnicities","Both sexes","4,380",151.5,"2,890,845"
"Gonorrhea","2003","Nevada","32","All age groups","All races/ethnicities","Both sexes","2,221",99.3,"2,236,378"
"Gonorrhea","2001","Nevada","32","All age groups","All races/ethnicities","Both sexes","1,756",83.8,"2,094,338"
"Gonorrhea","2010","Nevada","32","All age groups","All races/ethnicities","Both sexes","1,728",63.9,"2,703,440"
"Gonorrhea","2002","Nevada","32","All age groups","All races/ethnicities","Both sexes","1,988",91.8,"2,165,828"
"Gonorrhea","2005","Nevada","32","All age groups","All races/ethnicities","Both sexes","2,880",119.6,"2,407,073"
"Gonorrhea","2004","Nevada","32","All age groups","All races/ethnicities","Both sexes","3,078",132.2,"2,327,547"
"Gonorrhea","2006","Nevada","32","All age groups","All races/ethnicities","Both sexes","2,791",112,"2,491,122"
"Gonorrhea","2007","Nevada","32","All age groups","All races/ethnicities","Both sexes","2,357",91.9,"2,564,816"
"Gonorrhea","2009","Nevada","32","All age groups","All races/ethnicities","Both sexes","1,726",65.4,"2,638,588"
"Gonorrhea","2000","Nevada","32","All age groups","All races/ethnicities","Both sexes","1,553",76.9,"2,018,196"
"Gonorrhea","2008","Nevada","32","All age groups","All races/ethnicities","Both sexes","2,172",83.1,"2,612,460"
"Gonorrhea","2014","Nevada","32","All age groups","All races/ethnicities","Both sexes","3,188",112.3,"2,838,281"
"Gonorrhea","2012","Nevada","32","All age groups","All races/ethnicities","Both sexes","2,264",82.2,"2,754,874"
"Gonorrhea","2011","Nevada","32","All age groups","All races/ethnicities","Both sexes","2,000",73.6,"2,718,819"
"Gonorrhea","2015","Nevada","32","All age groups","All races/ethnicities","Both sexes","3,630",125.6,"2,890,845"
"Gonorrhea","2012","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","147",11.1,"1,321,393"
"Gonorrhea","2011","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","130",9.9,"1,318,344"
"Gonorrhea","2000","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","110",8.9,"1,240,385"
"Gonorrhea","2003","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","125",9.7,"1,282,146"
"Gonorrhea","2005","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","177",13.6,"1,301,050"
"Gonorrhea","2013","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","121",9.1,"1,322,660"
"Gonorrhea","2016","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","456",34.3,"1,330,608"
"Gonorrhea","2010","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","151",11.5,"1,316,708"
"Gonorrhea","2004","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","133",10.3,"1,292,566"
"Gonorrhea","2002","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","120",9.4,"1,270,962"
"Gonorrhea","2006","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","180",13.7,"1,311,184"
"Gonorrhea","2007","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","138",10.5,"1,316,496"
"Gonorrhea","2008","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","100",7.6,"1,320,981"
"Gonorrhea","2015","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","245",18.4,"1,330,608"
"Gonorrhea","2009","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","113",8.5,"1,322,181"
"Gonorrhea","2014","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","226",17,"1,327,996"
"Gonorrhea","2001","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","176",14,"1,256,685"
"Gonorrhea","2003","New Jersey","34","All age groups","All races/ethnicities","Both sexes","7,944",92.5,"8,585,567"
"Gonorrhea","2005","New Jersey","34","All age groups","All races/ethnicities","Both sexes","5,722",66.4,"8,619,564"
"Gonorrhea","2004","New Jersey","34","All age groups","All races/ethnicities","Both sexes","6,696",77.8,"8,610,474"
"Gonorrhea","2016","New Jersey","34","All age groups","All races/ethnicities","Both sexes","8,162",91.1,"8,958,013"
"Gonorrhea","2012","New Jersey","34","All age groups","All races/ethnicities","Both sexes","7,486",84.4,"8,874,893"
"Gonorrhea","2011","New Jersey","34","All age groups","All races/ethnicities","Both sexes","7,348",83.1,"8,842,934"
"Gonorrhea","2007","New Jersey","34","All age groups","All races/ethnicities","Both sexes","6,076",70.4,"8,630,810"
"Gonorrhea","2002","New Jersey","34","All age groups","All races/ethnicities","Both sexes","7,894",92.4,"8,543,281"
"Gonorrhea","2000","New Jersey","34","All age groups","All races/ethnicities","Both sexes","7,232",85.8,"8,430,799"
"Gonorrhea","2006","New Jersey","34","All age groups","All races/ethnicities","Both sexes","5,492",63.7,"8,619,354"
"Gonorrhea","2008","New Jersey","34","All age groups","All races/ethnicities","Both sexes","5,298",61.2,"8,657,319"
"Gonorrhea","2010","New Jersey","34","All age groups","All races/ethnicities","Both sexes","5,872",66.7,"8,803,881"
"Gonorrhea","2001","New Jersey","34","All age groups","All races/ethnicities","Both sexes","8,921",105.1,"8,488,427"
"Gonorrhea","2009","New Jersey","34","All age groups","All races/ethnicities","Both sexes","4,762",54.8,"8,693,723"
"Gonorrhea","2003","New Mexico","35","All age groups","All races/ethnicities","Both sexes","1,169",62.6,"1,868,121"
"Gonorrhea","2014","New Jersey","34","All age groups","All races/ethnicities","Both sexes","6,636",74.2,"8,938,844"
"Gonorrhea","2013","New Jersey","34","All age groups","All races/ethnicities","Both sexes","7,014",78.7,"8,907,384"
"Gonorrhea","2004","New Mexico","35","All age groups","All races/ethnicities","Both sexes","1,306",69.1,"1,890,215"
"Gonorrhea","2010","New Mexico","35","All age groups","All races/ethnicities","Both sexes","1,229",59.5,"2,064,741"
"Gonorrhea","2015","New Jersey","34","All age groups","All races/ethnicities","Both sexes","7,228",80.7,"8,958,013"
"Gonorrhea","2005","New Mexico","35","All age groups","All races/ethnicities","Both sexes","1,552",81.1,"1,914,699"
"Gonorrhea","2011","New Mexico","35","All age groups","All races/ethnicities","Both sexes","1,839",88.5,"2,078,226"
"Gonorrhea","2002","New Mexico","35","All age groups","All races/ethnicities","Both sexes","1,462",79.1,"1,849,187"
"Gonorrhea","2000","New Mexico","35","All age groups","All races/ethnicities","Both sexes","1,152",63.3,"1,820,802"
"Gonorrhea","2014","New Mexico","35","All age groups","All races/ethnicities","Both sexes","2,246",107.7,"2,085,567"
"Gonorrhea","2016","New Mexico","35","All age groups","All races/ethnicities","Both sexes","3,516",168.6,"2,085,109"
"Gonorrhea","2001","New Mexico","35","All age groups","All races/ethnicities","Both sexes","1,040",56.9,"1,828,437"
"Gonorrhea","2007","New Mexico","35","All age groups","All races/ethnicities","Both sexes","1,796",91.3,"1,966,357"
"Gonorrhea","2008","New Mexico","35","All age groups","All races/ethnicities","Both sexes","1,403",70.7,"1,984,179"
"Gonorrhea","2000","New York","36","All age groups","All races/ethnicities","Both sexes","20,067",105.6,"18,996,959"
"Gonorrhea","2015","New York","36","All age groups","All races/ethnicities","Both sexes","25,561",129.1,"19,795,791"
"Gonorrhea","2013","New Mexico","35","All age groups","All races/ethnicities","Both sexes","1,918",91.9,"2,086,890"
"Gonorrhea","2015","New Mexico","35","All age groups","All races/ethnicities","Both sexes","2,489",119.4,"2,085,109"
"Gonorrhea","2006","New Mexico","35","All age groups","All races/ethnicities","Both sexes","1,733",89.3,"1,940,631"
"Gonorrhea","2009","New Mexico","35","All age groups","All races/ethnicities","Both sexes","1,082",53.9,"2,007,315"
"Gonorrhea","2012","New Mexico","35","All age groups","All races/ethnicities","Both sexes","1,883",90.3,"2,084,792"
"Gonorrhea","2012","New York","36","All age groups","All races/ethnicities","Both sexes","22,571",115.1,"19,606,981"
"Gonorrhea","2014","New York","36","All age groups","All races/ethnicities","Both sexes","20,758",105.1,"19,748,858"
"Gonorrhea","2005","New York","36","All age groups","All races/ethnicities","Both sexes","17,717",91.7,"19,329,398"
"Gonorrhea","2006","New York","36","All age groups","All races/ethnicities","Both sexes","17,459",90.2,"19,353,588"
"Gonorrhea","2007","New York","36","All age groups","All races/ethnicities","Both sexes","17,697",91.1,"19,419,540"
"Gonorrhea","2009","New York","36","All age groups","All races/ethnicities","Both sexes","17,004",87.1,"19,522,612"
"Gonorrhea","2011","New York","36","All age groups","All races/ethnicities","Both sexes","20,706",106.1,"19,523,202"
"Gonorrhea","2004","New York","36","All age groups","All races/ethnicities","Both sexes","18,737",97.1,"19,297,907"
"Gonorrhea","2008","New York","36","All age groups","All races/ethnicities","Both sexes","17,108",87.9,"19,464,482"
"Gonorrhea","2010","New York","36","All age groups","All races/ethnicities","Both sexes","18,320",94.4,"19,402,920"
"Gonorrhea","2016","New York","36","All age groups","All races/ethnicities","Both sexes","29,000",146.5,"19,795,791"
"Gonorrhea","2002","New York","36","All age groups","All races/ethnicities","Both sexes","21,841",114,"19,161,568"
"Gonorrhea","2003","New York","36","All age groups","All races/ethnicities","Both sexes","22,166",115.2,"19,235,015"
"Gonorrhea","2001","New York","36","All age groups","All races/ethnicities","Both sexes","22,268",116.7,"19,087,486"
"Gonorrhea","2012","North Carolina","37","All age groups","All races/ethnicities","Both sexes","14,318",146.9,"9,747,021"
"Gonorrhea","2013","North Carolina","37","All age groups","All races/ethnicities","Both sexes","13,666",138.8,"9,845,432"
"Gonorrhea","2002","North Carolina","37","All age groups","All races/ethnicities","Both sexes","15,531",186.9,"8,311,105"
"Gonorrhea","2001","North Carolina","37","All age groups","All races/ethnicities","Both sexes","16,583",202.2,"8,202,468"
"Gonorrhea","2013","New York","36","All age groups","All races/ethnicities","Both sexes","19,919",101.2,"19,691,032"
"Gonorrhea","2015","North Carolina","37","All age groups","All races/ethnicities","Both sexes","19,809",197.2,"10,042,802"
"Gonorrhea","2000","North Carolina","37","All age groups","All races/ethnicities","Both sexes","17,823",220.6,"8,080,253"
"Gonorrhea","2011","North Carolina","37","All age groups","All races/ethnicities","Both sexes","17,454",180.9,"9,651,025"
"Gonorrhea","2009","North Carolina","37","All age groups","All races/ethnicities","Both sexes","13,870",148.2,"9,357,107"
"Gonorrhea","2006","North Carolina","37","All age groups","All races/ethnicities","Both sexes","17,312",195.5,"8,853,849"
"Gonorrhea","2007","North Carolina","37","All age groups","All races/ethnicities","Both sexes","16,666",184.2,"9,047,856"
"Gonorrhea","2005","North Carolina","37","All age groups","All races/ethnicities","Both sexes","15,072",174.1,"8,655,414"
"Gonorrhea","2010","North Carolina","37","All age groups","All races/ethnicities","Both sexes","14,111",147.6,"9,558,979"
"Gonorrhea","2008","North Carolina","37","All age groups","All races/ethnicities","Both sexes","15,972",173,"9,230,086"
"Gonorrhea","2014","North Carolina","37","All age groups","All races/ethnicities","Both sexes","14,415",145,"9,940,387"
"Gonorrhea","2004","North Carolina","37","All age groups","All races/ethnicities","Both sexes","15,194",178.4,"8,517,909"
"Gonorrhea","2016","North Carolina","37","All age groups","All races/ethnicities","Both sexes","19,687",196,"10,042,802"
"Gonorrhea","2003","North Carolina","37","All age groups","All races/ethnicities","Both sexes","15,116",180,"8,399,815"
"Gonorrhea","2008","North Dakota","38","All age groups","All races/ethnicities","Both sexes","143",22.3,"640,525"
"Gonorrhea","2009","North Dakota","38","All age groups","All races/ethnicities","Both sexes","151",23.4,"645,903"
"Gonorrhea","2013","North Dakota","38","All age groups","All races/ethnicities","Both sexes","492",68,"723,626"
"Gonorrhea","2004","North Dakota","38","All age groups","All races/ethnicities","Both sexes","110",17.3,"635,480"
"Gonorrhea","2002","North Dakota","38","All age groups","All races/ethnicities","Both sexes","72",11.4,"633,210"
"Gonorrhea","2010","North Dakota","38","All age groups","All races/ethnicities","Both sexes","204",30.2,"674,530"
"Gonorrhea","2016","North Dakota","38","All age groups","All races/ethnicities","Both sexes","1,000",132.1,"756,927"
"Gonorrhea","2001","North Dakota","38","All age groups","All races/ethnicities","Both sexes","56",8.8,"636,225"
"Gonorrhea","2003","North Dakota","38","All age groups","All races/ethnicities","Both sexes","103",16.3,"631,680"
"Gonorrhea","2012","North Dakota","38","All age groups","All races/ethnicities","Both sexes","335",47.7,"702,265"
"Gonorrhea","2007","North Dakota","38","All age groups","All races/ethnicities","Both sexes","116",18.2,"637,534"
"Gonorrhea","2015","North Dakota","38","All age groups","All races/ethnicities","Both sexes","684",90.4,"756,927"
"Gonorrhea","2005","North Dakota","38","All age groups","All races/ethnicities","Both sexes","128",20.2,"634,528"
"Gonorrhea","2000","North Dakota","38","All age groups","All races/ethnicities","Both sexes","73",11.4,"641,298"
"Gonorrhea","2011","North Dakota","38","All age groups","All races/ethnicities","Both sexes","251",36.6,"685,326"
"Gonorrhea","2014","North Dakota","38","All age groups","All races/ethnicities","Both sexes","694",93.8,"740,040"
"Gonorrhea","2000","Ohio","39","All age groups","All races/ethnicities","Both sexes","19,303",169.9,"11,363,136"
"Gonorrhea","2002","Ohio","39","All age groups","All races/ethnicities","Both sexes","22,008",192.7,"11,420,660"
"Gonorrhea","2005","Ohio","39","All age groups","All races/ethnicities","Both sexes","20,985",182.9,"11,475,559"
"Gonorrhea","2006","North Dakota","38","All age groups","All races/ethnicities","Both sexes","153",24.1,"636,019"
"Gonorrhea","2006","Ohio","39","All age groups","All races/ethnicities","Both sexes","19,190",167,"11,490,596"
"Gonorrhea","2009","Ohio","39","All age groups","All races/ethnicities","Both sexes","15,988",138.6,"11,531,860"
"Gonorrhea","2010","Ohio","39","All age groups","All races/ethnicities","Both sexes","16,496",142.9,"11,540,766"
"Gonorrhea","2011","Ohio","39","All age groups","All races/ethnicities","Both sexes","16,726",144.9,"11,545,442"
"Gonorrhea","2014","Ohio","39","All age groups","All races/ethnicities","Both sexes","16,237",140,"11,596,998"
"Gonorrhea","2016","Ohio","39","All age groups","All races/ethnicities","Both sexes","20,487",176.4,"11,613,423"
"Gonorrhea","2001","Ohio","39","All age groups","All races/ethnicities","Both sexes","21,163",185.7,"11,395,572"
"Gonorrhea","2008","Ohio","39","All age groups","All races/ethnicities","Both sexes","16,803",145.8,"11,526,691"
"Gonorrhea","2013","Ohio","39","All age groups","All races/ethnicities","Both sexes","16,619",143.6,"11,572,232"
"Gonorrhea","2007","Ohio","39","All age groups","All races/ethnicities","Both sexes","21,066",182.9,"11,518,989"
"Gonorrhea","2015","Ohio","39","All age groups","All races/ethnicities","Both sexes","16,564",142.6,"11,613,423"
"Gonorrhea","2012","Ohio","39","All age groups","All races/ethnicities","Both sexes","16,493",142.8,"11,551,783"
"Gonorrhea","2004","Ohio","39","All age groups","All races/ethnicities","Both sexes","20,467",178.5,"11,465,854"
"Gonorrhea","2003","Ohio","39","All age groups","All races/ethnicities","Both sexes","22,537",196.8,"11,450,398"
"Gonorrhea","2005","Oklahoma","40","All age groups","All races/ethnicities","Both sexes","5,228",148.1,"3,530,037"
"Gonorrhea","2006","Oklahoma","40","All age groups","All races/ethnicities","Both sexes","4,951",138.6,"3,571,612"
"Gonorrhea","2008","Oklahoma","40","All age groups","All races/ethnicities","Both sexes","5,185",142.4,"3,640,241"
"Gonorrhea","2011","Oklahoma","40","All age groups","All races/ethnicities","Both sexes","4,215",111.3,"3,786,626"
"Gonorrhea","2014","Oklahoma","40","All age groups","All races/ethnicities","Both sexes","6,137",158.2,"3,879,610"
"Gonorrhea","2001","Oklahoma","40","All age groups","All races/ethnicities","Both sexes","4,784",138.1,"3,463,996"
"Gonorrhea","2003","Oklahoma","40","All age groups","All races/ethnicities","Both sexes","4,552",130.2,"3,495,502"
"Gonorrhea","2007","Oklahoma","40","All age groups","All races/ethnicities","Both sexes","4,827",133.8,"3,608,759"
"Gonorrhea","2009","Oklahoma","40","All age groups","All races/ethnicities","Both sexes","4,673",126.8,"3,685,640"
"Gonorrhea","2010","Oklahoma","40","All age groups","All races/ethnicities","Both sexes","4,369",116.2,"3,759,596"
"Gonorrhea","2012","Oklahoma","40","All age groups","All races/ethnicities","Both sexes","4,441",116.3,"3,817,679"
"Gonorrhea","2015","Oklahoma","40","All age groups","All races/ethnicities","Both sexes","6,542",167.3,"3,911,338"
"Gonorrhea","2013","Oklahoma","40","All age groups","All races/ethnicities","Both sexes","5,303",137.6,"3,853,405"
"Gonorrhea","2016","Oklahoma","40","All age groups","All races/ethnicities","Both sexes","7,574",193.6,"3,911,338"
"Gonorrhea","2004","Oklahoma","40","All age groups","All races/ethnicities","Both sexes","4,453",126.8,"3,511,467"
"Gonorrhea","2000","Oklahoma","40","All age groups","All races/ethnicities","Both sexes","4,229",122.4,"3,453,891"
"Gonorrhea","2002","Oklahoma","40","All age groups","All races/ethnicities","Both sexes","4,661",133.8,"3,483,149"
"Gonorrhea","2005","Oregon","41","All age groups","All races/ethnicities","Both sexes","1,562",43.2,"3,617,086"
"Gonorrhea","2003","Oregon","41","All age groups","All races/ethnicities","Both sexes","1,000",28.2,"3,551,290"
"Gonorrhea","2002","Oregon","41","All age groups","All races/ethnicities","Both sexes","909",25.8,"3,516,661"
"Gonorrhea","2011","Oregon","41","All age groups","All races/ethnicities","Both sexes","1,489",38.5,"3,868,509"
"Gonorrhea","2015","Oregon","41","All age groups","All races/ethnicities","Both sexes","3,232",80.2,"4,028,977"
"Gonorrhea","2013","Oregon","41","All age groups","All races/ethnicities","Both sexes","1,729",44,"3,928,030"
"Gonorrhea","2016","Oregon","41","All age groups","All races/ethnicities","Both sexes","4,353",108,"4,028,977"
"Gonorrhea","2008","Oregon","41","All age groups","All races/ethnicities","Both sexes","1,225",32.4,"3,780,596"
"Gonorrhea","2007","Oregon","41","All age groups","All races/ethnicities","Both sexes","1,236",33.1,"3,730,833"
"Gonorrhea","2010","Oregon","41","All age groups","All races/ethnicities","Both sexes","1,076",28,"3,837,972"
"Gonorrhea","2009","Oregon","41","All age groups","All races/ethnicities","Both sexes","1,113",29.1,"3,823,058"
"Gonorrhea","2004","Oregon","41","All age groups","All races/ethnicities","Both sexes","1,302",36.4,"3,573,214"
"Gonorrhea","2014","Oregon","41","All age groups","All races/ethnicities","Both sexes","2,320",58.4,"3,971,202"
"Gonorrhea","2005","Pennsylvania","42","All age groups","All races/ethnicities","Both sexes","11,222",90.4,"12,415,908"
"Gonorrhea","2004","Pennsylvania","42","All age groups","All races/ethnicities","Both sexes","11,236",90.7,"12,387,357"
"Gonorrhea","2000","Oregon","41","All age groups","All races/ethnicities","Both sexes","1,038",30.3,"3,430,739"
"Gonorrhea","2001","Oregon","41","All age groups","All races/ethnicities","Both sexes","1,144",33,"3,469,878"
"Gonorrhea","2006","Oregon","41","All age groups","All races/ethnicities","Both sexes","1,461",39.7,"3,675,743"
"Gonorrhea","2012","Oregon","41","All age groups","All races/ethnicities","Both sexes","1,464",37.5,"3,899,444"
"Gonorrhea","2007","Pennsylvania","42","All age groups","All races/ethnicities","Both sexes","12,706",101.5,"12,517,701"
"Gonorrhea","2010","Pennsylvania","42","All age groups","All races/ethnicities","Both sexes","12,883",101.3,"12,712,014"
"Gonorrhea","2002","Pennsylvania","42","All age groups","All races/ethnicities","Both sexes","13,294",107.9,"12,324,237"
"Gonorrhea","2012","Pennsylvania","42","All age groups","All races/ethnicities","Both sexes","15,390",120.5,"12,772,789"
"Gonorrhea","2001","Pennsylvania","42","All age groups","All races/ethnicities","Both sexes","14,214",115.6,"12,296,977"
"Gonorrhea","2003","Pennsylvania","42","All age groups","All races/ethnicities","Both sexes","11,866",96,"12,360,988"
"Gonorrhea","2006","Pennsylvania","42","All age groups","All races/ethnicities","Both sexes","11,466",92,"12,466,485"
"Gonorrhea","2015","Pennsylvania","42","All age groups","All races/ethnicities","Both sexes","12,791",99.9,"12,802,503"
"Gonorrhea","2008","Pennsylvania","42","All age groups","All races/ethnicities","Both sexes","11,071",88.1,"12,562,536"
"Gonorrhea","2009","Pennsylvania","42","All age groups","All races/ethnicities","Both sexes","10,138",80.4,"12,602,112"
"Gonorrhea","2011","Pennsylvania","42","All age groups","All races/ethnicities","Both sexes","13,770",108,"12,745,202"
"Gonorrhea","2013","Pennsylvania","42","All age groups","All races/ethnicities","Both sexes","13,874",108.5,"12,783,536"
"Gonorrhea","2014","Pennsylvania","42","All age groups","All races/ethnicities","Both sexes","12,710",99.3,"12,793,767"
"Gonorrhea","2000","Pennsylvania","42","All age groups","All races/ethnicities","Both sexes","13,568",110.5,"12,283,881"
"Gonorrhea","2006","Rhode Island","44","All age groups","All races/ethnicities","Both sexes","508",47.7,"1,064,193"
"Gonorrhea","2016","Rhode Island","44","All age groups","All races/ethnicities","Both sexes","716",67.8,"1,056,298"
"Gonorrhea","2016","Pennsylvania","42","All age groups","All races/ethnicities","Both sexes","14,603",114.1,"12,802,503"
"Gonorrhea","2008","Rhode Island","44","All age groups","All races/ethnicities","Both sexes","307",29,"1,058,368"
"Gonorrhea","2011","Rhode Island","44","All age groups","All races/ethnicities","Both sexes","360",34.2,"1,051,856"
"Gonorrhea","2014","Rhode Island","44","All age groups","All races/ethnicities","Both sexes","590",55.9,"1,054,907"
"Gonorrhea","2004","Rhode Island","44","All age groups","All races/ethnicities","Both sexes","816",75.8,"1,075,835"
"Gonorrhea","2005","Rhode Island","44","All age groups","All races/ethnicities","Both sexes","438",41,"1,069,226"
"Gonorrhea","2009","Rhode Island","44","All age groups","All races/ethnicities","Both sexes","322",30.5,"1,057,451"
"Gonorrhea","2003","Rhode Island","44","All age groups","All races/ethnicities","Both sexes","973",90.7,"1,072,453"
"Gonorrhea","2000","Rhode Island","44","All age groups","All races/ethnicities","Both sexes","661",62.9,"1,050,607"
"Gonorrhea","2002","Rhode Island","44","All age groups","All races/ethnicities","Both sexes","900",84.4,"1,066,919"
"Gonorrhea","2013","Rhode Island","44","All age groups","All races/ethnicities","Both sexes","454",43.1,"1,052,856"
"Gonorrhea","2010","Rhode Island","44","All age groups","All races/ethnicities","Both sexes","291",27.6,"1,053,219"
"Gonorrhea","2012","Rhode Island","44","All age groups","All races/ethnicities","Both sexes","507",48.2,"1,052,393"
"Gonorrhea","2015","Rhode Island","44","All age groups","All races/ethnicities","Both sexes","580",54.9,"1,056,298"
"Gonorrhea","2001","Rhode Island","44","All age groups","All races/ethnicities","Both sexes","830",78.5,"1,057,707"
"Gonorrhea","2008","South Carolina","45","All age groups","All races/ethnicities","Both sexes","9,442",209.9,"4,497,746"
"Gonorrhea","2000","South Carolina","45","All age groups","All races/ethnicities","Both sexes","8,383",208.3,"4,024,082"
"Gonorrhea","2005","South Carolina","45","All age groups","All races/ethnicities","Both sexes","8,561",201.4,"4,250,989"
"Gonorrhea","2001","South Carolina","45","All age groups","All races/ethnicities","Both sexes","10,805",266,"4,062,301"
"Gonorrhea","2007","Rhode Island","44","All age groups","All races/ethnicities","Both sexes","402",37.9,"1,059,706"
"Gonorrhea","2014","South Carolina","45","All age groups","All races/ethnicities","Both sexes","8,253",170.9,"4,829,160"
"Gonorrhea","2006","South Carolina","45","All age groups","All races/ethnicities","Both sexes","10,320",238.1,"4,334,146"
"Gonorrhea","2007","South Carolina","45","All age groups","All races/ethnicities","Both sexes","10,326",233.8,"4,417,059"
"Gonorrhea","2011","South Carolina","45","All age groups","All races/ethnicities","Both sexes","8,350",178.7,"4,672,733"
"Gonorrhea","2015","South Carolina","45","All age groups","All races/ethnicities","Both sexes","8,206",167.6,"4,896,146"
"Gonorrhea","2016","South Carolina","45","All age groups","All races/ethnicities","Both sexes","9,194",187.8,"4,896,146"
"Gonorrhea","2002","South Carolina","45","All age groups","All races/ethnicities","Both sexes","9,152",223.1,"4,102,227"
"Gonorrhea","2009","South Carolina","45","All age groups","All races/ethnicities","Both sexes","8,318",182.6,"4,554,258"
"Gonorrhea","2010","South Carolina","45","All age groups","All races/ethnicities","Both sexes","7,970",171.9,"4,635,894"
"Gonorrhea","2003","South Carolina","45","All age groups","All races/ethnicities","Both sexes","8,518",205.7,"4,141,080"
